latitude,longitude,corridor,soil_moisture,water_pressure,acceleration,tilt_angle,temperature,humidity,rainfall,antecedent_rainfall_7d,slope_angle_deg,factor_of_safety,landslide_triggered
23.8422,91.2877,"Agartala, Tripura",41.76,10.31,9.814,0.014,23.8,64.8,8.07,28.83,12.92,5.551,0
23.7903,91.2572,"Agartala, Tripura",46.35,12.25,9.756,0.103,23.1,54.0,15.53,64.84,16.23,4.313,0
23.8067,91.243,"Agartala, Tripura",50.05,16.79,9.794,0.047,27.3,66.7,14.26,37.31,10.65,6.074,0
23.8688,91.2915,"Agartala, Tripura",30.43,0.0,9.765,0.032,15.6,54.6,0.66,15.68,11.89,6.934,0
23.7933,91.2589,"Agartala, Tripura",54.0,17.42,9.802,0.029,27.4,75.4,18.25,83.14,8.78,7.286,0
23.8772,91.2841,"Agartala, Tripura",29.35,0.0,9.877,0.005,26.4,52.0,2.52,11.27,19.2,4.37,0
23.8394,91.3365,"Agartala, Tripura",30.43,0.0,9.801,0.02,31.4,53.5,0.76,12.5,8.0,10.251,0
23.8785,91.2758,"Agartala, Tripura",54.0,19.27,9.798,0.008,26.9,72.6,210.78,481.65,15.51,4.022,0
23.833,91.2744,"Agartala, Tripura",41.54,9.18,9.774,0.084,19.5,64.7,11.9,40.6,13.84,5.275,0
23.8626,91.3334,"Agartala, Tripura",40.94,9.24,9.758,0.029,17.6,56.6,9.36,39.93,17.34,4.233,0
23.7905,91.2942,"Agartala, Tripura",30.81,0.0,9.836,0.048,22.0,49.3,4.26,47.21,11.13,7.399,0
23.8483,91.2637,"Agartala, Tripura",42.25,10.62,9.819,0.126,22.6,59.5,7.72,32.94,10.16,6.999,0
23.8761,91.2543,"Agartala, Tripura",43.3,10.98,9.877,0.014,20.1,58.2,16.12,47.47,10.7,6.619,0
23.8651,91.2933,"Agartala, Tripura",54.0,22.71,9.816,0.078,22.0,67.8,129.38,326.42,16.17,3.629,0
23.866,91.2744,"Agartala, Tripura",54.0,19.08,9.747,0.028,20.7,71.4,91.35,357.31,8.0,7.778,0
23.8067,91.3066,"Agartala, Tripura",36.09,3.36,9.827,0.233,25.7,61.8,14.42,31.44,14.22,5.572,0
23.7918,91.2744,"Agartala, Tripura",32.05,0.0,9.781,0.099,30.1,51.2,6.29,12.25,12.4,6.654,0
23.8163,91.3335,"Agartala, Tripura",54.0,22.15,9.777,0.04,21.7,79.3,22.22,128.97,13.29,4.453,0
23.8603,91.2639,"Agartala, Tripura",54.0,20.85,9.762,0.09,27.2,67.6,191.87,607.06,8.0,7.551,0
23.8711,91.3285,"Agartala, Tripura",34.55,1.78,9.764,0.013,20.1,62.4,0.45,3.59,18.67,4.384,0
23.843,91.2705,"Agartala, Tripura",35.11,2.75,9.796,0.026,18.8,58.9,2.75,20.87,10.51,7.553,0
23.7955,91.2743,"Agartala, Tripura",35.71,3.11,9.804,0.052,19.4,50.2,9.05,35.03,14.12,5.63,0
23.8549,91.241,"Agartala, Tripura",54.0,18.19,9.803,0.071,16.0,68.5,211.39,724.1,26.24,2.465,0
23.827,91.2563,"Agartala, Tripura",54.0,18.13,9.774,0.029,15.0,74.2,39.02,100.81,8.0,7.902,0
23.8733,91.2882,"Agartala, Tripura",33.64,1.05,9.781,0.052,25.3,52.3,0.56,25.79,15.82,5.183,0
23.8333,91.247,"Agartala, Tripura",54.0,17.69,9.757,0.027,23.8,70.2,22.52,97.89,8.0,7.96,0
23.8654,91.2584,"Agartala, Tripura",52.08,18.99,9.794,0.023,25.7,68.9,23.75,106.06,16.47,3.808,0
23.8306,91.2993,"Agartala, Tripura",30.09,0.0,9.8,0.0,25.3,48.1,11.94,35.02,17.5,4.77,0
23.8311,91.2955,"Agartala, Tripura",48.36,14.78,9.844,0.074,24.4,61.2,25.61,83.01,11.03,6.061,0
23.8125,91.2836,"Agartala, Tripura",42.86,7.97,9.788,0.048,18.9,53.5,19.52,40.84,8.0,9.218,0
23.8506,91.2457,"Agartala, Tripura",54.0,18.82,9.861,0.03,17.5,71.5,158.65,610.86,9.92,6.305,0
23.8096,91.2528,"Agartala, Tripura",38.19,5.89,9.78,0.018,27.5,61.1,0.07,12.79,8.0,9.488,0
23.8568,91.3101,"Agartala, Tripura",32.38,0.0,9.867,0.045,26.1,54.1,4.31,11.13,19.6,4.286,0
23.8467,91.3073,"Agartala, Tripura",39.02,6.41,9.81,0.031,27.4,51.2,4.87,24.01,11.09,6.82,0
23.8506,91.2605,"Agartala, Tripura",30.27,0.0,9.796,0.028,22.1,57.5,2.36,32.03,13.67,6.051,0
23.8462,91.2613,"Agartala, Tripura",51.16,17.43,9.776,0.025,20.3,74.3,17.32,110.6,8.0,7.993,0
23.8454,91.3014,"Agartala, Tripura",41.93,8.04,9.837,0.148,23.4,55.6,0.21,18.84,8.0,9.21,0
23.7816,91.2695,"Agartala, Tripura",25.31,0.0,9.769,0.013,18.0,50.2,2.03,12.75,15.37,5.404,0
23.8179,91.3296,"Agartala, Tripura",48.25,12.93,9.847,0.01,21.6,74.0,11.48,48.8,18.46,3.767,0
23.8524,91.2577,"Agartala, Tripura",42.74,8.44,9.765,0.021,23.3,68.1,5.57,12.36,9.54,7.693,0
23.789,91.3311,"Agartala, Tripura",41.98,9.9,9.805,0.008,25.1,55.3,0.47,40.39,14.96,4.836,0
23.8188,91.3211,"Agartala, Tripura",30.55,0.0,9.845,0.138,19.3,42.3,4.05,13.54,11.67,7.062,0
23.8248,91.3003,"Agartala, Tripura",26.3,0.0,9.843,0.057,23.4,47.7,3.26,12.58,8.54,9.606,0
23.8217,91.3151,"Agartala, Tripura",36.92,3.43,9.819,0.029,26.5,59.0,5.44,40.51,14.8,5.358,0
23.8175,91.2645,"Agartala, Tripura",54.0,18.26,9.791,0.01,22.3,75.5,142.44,294.02,9.44,6.688,0
23.7836,91.2488,"Agartala, Tripura",54.0,18.09,9.868,0.215,25.1,73.1,191.26,750.0,8.0,7.907,0
23.8762,91.2587,"Agartala, Tripura",26.17,0.0,9.833,0.053,27.0,40.0,5.12,14.82,13.94,5.938,0
23.8406,91.2667,"Agartala, Tripura",41.23,8.42,9.764,0.006,19.2,61.1,5.12,30.19,12.16,6.054,0
23.8236,91.298,"Agartala, Tripura",42.21,8.9,9.795,0.072,20.9,61.1,0.04,3.29,16.14,4.559,0
23.8157,91.2417,"Agartala, Tripura",35.74,2.66,9.827,0.095,22.0,53.7,12.34,48.4,8.0,9.906,0
23.8626,91.3206,"Agartala, Tripura",38.48,6.29,9.868,0.254,21.5,55.8,13.0,71.9,12.53,6.058,0
23.8376,91.291,"Agartala, Tripura",54.0,23.96,9.822,0.082,22.4,53.2,218.66,574.42,17.86,3.214,0
23.8229,91.2602,"Agartala, Tripura",46.84,13.47,9.837,0.005,16.8,64.0,22.77,56.28,18.32,3.763,0
23.8487,91.295,"Agartala, Tripura",54.0,17.8,9.791,0.106,20.2,65.4,180.75,691.85,8.0,7.945,0
23.8479,91.3336,"Agartala, Tripura",28.64,0.0,9.811,0.065,25.4,40.0,8.44,28.64,14.54,5.701,0
23.8762,91.25,"Agartala, Tripura",37.83,5.08,9.839,0.061,26.3,61.7,10.98,34.77,11.67,6.607,0
23.8209,91.3148,"Agartala, Tripura",50.22,18.27,9.82,0.071,25.3,64.0,9.75,57.77,8.82,7.154,0
23.8365,91.2896,"Agartala, Tripura",54.0,17.67,9.856,0.028,24.7,66.2,75.56,175.26,13.31,4.802,0
23.8425,91.2547,"Agartala, Tripura",38.7,6.72,9.803,0.008,18.7,59.5,1.74,109.43,13.59,5.564,0
23.8079,91.2864,"Agartala, Tripura",35.11,2.01,9.813,0.025,21.3,57.9,3.93,61.68,11.58,6.937,0
23.8761,91.2722,"Agartala, Tripura",37.46,3.93,9.763,0.017,21.4,55.4,23.25,54.79,13.97,5.628,0
23.8311,91.299,"Agartala, Tripura",40.39,6.06,9.803,0.058,17.3,57.0,6.33,48.68,8.0,9.466,0
23.8017,91.313,"Agartala, Tripura",50.18,19.15,9.798,0.095,32.6,63.4,24.67,55.07,8.0,7.77,0
23.8744,91.2746,"Agartala, Tripura",50.63,18.56,9.797,0.006,27.7,65.4,48.13,114.77,8.56,7.337,0
23.7876,91.3334,"Agartala, Tripura",32.35,0.0,9.857,0.148,23.0,57.4,3.04,47.65,10.81,7.617,0
23.8057,91.3352,"Agartala, Tripura",54.0,20.84,9.818,0.09,22.2,70.5,72.27,220.82,11.67,5.187,0
23.8649,91.3326,"Agartala, Tripura",54.0,17.69,9.774,0.13,23.1,75.9,119.85,404.26,11.24,5.676,0
23.8422,91.2744,"Agartala, Tripura",39.73,5.73,9.786,0.062,17.7,58.0,13.71,63.71,15.73,4.893,0
23.838,91.2555,"Agartala, Tripura",39.52,6.23,9.841,0.003,20.4,67.2,6.02,40.92,13.16,5.778,0
23.8332,91.3361,"Agartala, Tripura",54.0,17.67,9.843,0.111,17.7,70.4,136.3,375.47,14.57,4.394,0
23.8786,91.2597,"Agartala, Tripura",36.73,3.66,9.834,0.003,24.6,60.0,1.64,8.54,8.0,9.777,0
23.8609,91.3002,"Agartala, Tripura",38.0,4.58,9.775,0.383,22.3,67.1,7.48,23.25,11.44,6.78,0
23.7843,91.3236,"Agartala, Tripura",54.0,17.41,9.813,0.03,21.5,66.8,144.55,363.9,10.56,6.064,0
23.8032,91.3267,"Agartala, Tripura",22.86,0.0,9.805,0.093,17.1,40.0,0.97,2.76,15.35,5.409,0
23.866,91.2917,"Agartala, Tripura",54.0,17.35,9.812,0.004,25.0,76.2,139.26,449.18,8.14,7.872,0
23.8758,91.3104,"Agartala, Tripura",50.92,20.22,9.772,0.05,23.7,64.4,22.97,86.66,10.16,6.017,0
23.7912,91.3107,"Agartala, Tripura",54.0,23.48,9.855,0.019,17.7,70.0,84.0,258.42,8.0,7.21,0
23.8411,91.3214,"Agartala, Tripura",54.0,23.75,9.787,0.067,21.1,68.6,189.93,414.65,9.52,6.03,0
23.833,91.2469,"Agartala, Tripura",30.11,0.0,9.818,0.007,25.4,56.4,2.79,16.39,10.43,7.891,0
23.8698,91.2445,"Agartala, Tripura",30.76,0.0,9.784,0.034,24.0,62.7,0.88,4.49,16.77,4.97,0
23.7909,91.3172,"Agartala, Tripura",32.46,0.0,9.78,0.011,24.1,54.0,16.08,51.04,12.88,6.412,0
23.8684,91.2898,"Agartala, Tripura",28.73,0.0,9.822,0.027,20.3,53.9,8.35,27.51,12.38,6.665,0
23.8534,91.2805,"Agartala, Tripura",26.14,0.0,9.824,0.068,22.0,55.7,1.07,9.22,19.11,4.389,0
23.8318,91.2428,"Agartala, Tripura",39.58,6.33,9.837,0.001,28.8,60.8,7.64,46.44,19.29,3.988,0
23.8551,91.2841,"Agartala, Tripura",35.44,3.11,9.815,0.07,21.2,61.9,1.63,15.49,8.71,9.053,0
23.7936,91.2907,"Agartala, Tripura",36.65,3.53,9.808,0.136,18.8,55.5,16.82,34.16,14.09,5.61,0
23.8614,91.2469,"Agartala, Tripura",54.0,23.26,9.791,0.008,19.5,78.5,112.83,226.3,15.57,3.73,0
23.8424,91.2739,"Agartala, Tripura",43.78,11.13,9.775,0.011,20.8,64.1,3.02,21.96,11.34,6.234,0
23.8092,91.246,"Agartala, Tripura",43.74,9.96,9.814,0.053,19.2,63.7,3.59,44.1,15.49,4.672,0
23.8609,91.2475,"Agartala, Tripura",48.52,15.86,9.812,0.013,19.8,61.4,6.95,43.33,21.17,3.148,0
23.8572,91.2795,"Agartala, Tripura",54.0,19.42,9.802,0.139,24.4,78.2,285.62,750.0,10.44,5.936,0
23.8659,91.3013,"Agartala, Tripura",26.49,0.0,9.785,0.048,25.1,43.8,4.16,12.02,11.22,7.339,0
23.8241,91.2889,"Agartala, Tripura",43.35,11.05,9.859,0.013,16.3,57.3,6.83,26.21,8.0,8.82,0
23.8746,91.3308,"Agartala, Tripura",52.03,16.62,9.821,0.078,27.9,68.6,22.25,82.94,8.0,8.098,0
23.8013,91.2789,"Agartala, Tripura",54.0,17.15,9.816,0.05,20.7,73.1,19.66,81.38,8.0,8.029,0
23.7973,91.2945,"Agartala, Tripura",41.63,9.55,9.864,0.193,27.1,54.1,11.7,44.78,18.08,4.047,0
23.8788,91.2417,"Agartala, Tripura",44.46,12.95,9.753,0.016,28.4,75.5,6.46,38.77,12.32,5.589,0
23.8038,91.2792,"Agartala, Tripura",32.61,0.11,9.822,0.068,21.9,60.0,5.05,29.3,15.47,5.362,0
23.8199,91.3252,"Agartala, Tripura",31.19,0.0,9.842,0.041,20.8,54.5,1.17,18.58,9.86,8.338,0
23.8743,91.3318,"Agartala, Tripura",29.24,0.0,9.8,0.018,28.3,40.9,8.53,27.77,15.57,5.336,0
23.8007,91.2983,"Agartala, Tripura",30.88,0.0,9.793,0.031,20.9,50.5,4.07,29.89,11.2,7.358,0
23.8154,91.3319,"Agartala, Tripura",48.89,13.9,9.783,0.085,29.1,73.3,14.52,43.62,11.55,5.869,0
23.8511,91.2945,"Agartala, Tripura",45.24,14.11,9.794,0.071,25.6,47.8,5.47,39.61,14.69,4.618,0
23.8078,91.3356,"Agartala, Tripura",54.0,20.01,9.796,0.133,17.3,82.4,173.99,513.49,15.14,4.067,0
23.8715,91.3243,"Agartala, Tripura",54.0,21.71,9.808,0.095,18.8,74.2,282.76,750.0,16.18,3.693,0
23.8062,91.2868,"Agartala, Tripura",30.6,0.0,9.832,0.012,23.2,51.2,9.33,26.35,8.2,10.003,0
23.8431,91.2679,"Agartala, Tripura",54.0,23.11,9.778,0.089,26.4,74.2,16.34,100.73,11.32,5.133,0
23.8736,91.2851,"Agartala, Tripura",54.0,21.03,9.91,0.018,19.4,75.7,237.74,675.33,12.17,4.959,0
23.8051,91.3137,"Agartala, Tripura",33.61,1.1,9.772,0.06,24.2,50.9,3.79,32.81,12.36,6.586,0
23.8769,91.2554,"Agartala, Tripura",39.47,7.24,9.805,0.074,21.6,60.2,1.02,12.35,14.15,5.31,0
23.8251,91.2567,"Agartala, Tripura",52.78,15.56,9.755,0.029,14.2,69.9,43.94,114.05,16.74,3.971,0
23.8432,91.2514,"Agartala, Tripura",50.05,18.95,9.819,0.078,21.5,80.7,14.75,87.84,17.94,3.506,0
23.8467,91.2578,"Agartala, Tripura",47.58,13.01,9.84,0.013,18.6,70.1,6.69,36.19,17.15,4.04,0
23.8809,91.248,"Agartala, Tripura",43.16,10.34,9.849,0.179,28.0,58.7,1.24,15.45,8.0,8.911,0
23.8709,91.2868,"Agartala, Tripura",53.24,20.26,9.82,0.073,28.1,79.3,30.22,66.32,11.39,5.366,0
23.8287,91.2431,"Agartala, Tripura",48.04,15.05,9.814,0.025,24.0,70.6,10.13,38.7,8.95,7.426,0
23.8029,91.2378,"Agartala, Tripura",54.0,17.59,9.787,0.205,19.7,68.0,153.03,344.63,16.24,3.956,0
23.8146,91.3156,"Agartala, Tripura",47.96,14.57,9.782,0.015,32.5,72.8,12.15,27.62,8.93,7.494,0
23.8472,91.2539,"Agartala, Tripura",32.27,0.0,9.813,0.011,29.1,53.7,1.67,21.64,12.91,6.399,0
23.7873,91.2414,"Agartala, Tripura",31.67,0.0,9.829,0.01,29.0,56.8,12.16,35.93,10.52,7.823,0
23.8561,91.2431,"Agartala, Tripura",26.97,0.0,9.769,0.179,19.0,52.8,6.62,25.2,10.13,8.118,0
23.8734,91.2844,"Agartala, Tripura",38.62,5.67,9.759,0.011,24.6,61.5,9.38,63.05,14.84,5.179,0
23.8221,91.303,"Agartala, Tripura",54.0,20.53,9.793,0.062,22.1,70.8,48.4,146.38,17.48,3.498,0
23.803,91.3204,"Agartala, Tripura",54.0,22.08,9.796,0.053,20.5,67.4,105.13,409.14,15.59,3.807,0
23.8381,91.3223,"Agartala, Tripura",41.87,10.15,9.831,0.068,25.6,68.9,10.54,52.71,13.8,5.216,0
23.7972,91.2601,"Agartala, Tripura",54.0,21.24,9.782,0.014,20.7,73.5,260.83,667.26,12.48,4.817,0
23.857,91.2497,"Agartala, Tripura",36.9,4.32,9.855,0.024,26.0,45.8,9.47,55.86,9.47,8.197,0
23.8771,91.3119,"Agartala, Tripura",38.27,5.88,9.821,0.081,16.6,55.8,1.42,4.51,15.04,5.099,0
23.794,91.2963,"Agartala, Tripura",45.71,12.87,9.8,0.119,17.3,62.4,15.05,93.75,14.63,4.727,0
23.8705,91.3027,"Agartala, Tripura",31.44,0.0,9.835,0.003,25.8,63.6,12.46,47.09,12.71,6.499,0
23.8072,91.3223,"Agartala, Tripura",26.31,0.0,9.873,0.0,16.6,56.3,0.12,6.53,8.0,10.251,0
23.7815,91.2804,"Agartala, Tripura",41.73,7.88,9.792,0.048,17.8,54.7,12.45,62.54,16.69,4.481,0
23.8336,91.3083,"Agartala, Tripura",54.0,20.88,9.799,0.043,20.9,67.4,226.56,750.0,15.24,3.978,0
23.8406,91.3191,"Agartala, Tripura",39.13,5.22,9.846,0.039,23.8,64.4,13.05,28.1,15.39,5.034,0
23.8657,91.2617,"Agartala, Tripura",34.66,2.05,9.786,0.005,23.4,58.3,16.65,38.6,14.59,5.532,0
23.8392,91.3352,"Agartala, Tripura",44.97,10.71,9.813,0.049,19.2,71.1,7.83,63.47,13.33,5.35,0
23.8216,91.3309,"Agartala, Tripura",37.26,4.42,9.809,0.128,26.5,58.9,5.23,17.64,13.73,5.685,0
23.8278,91.2793,"Agartala, Tripura",39.85,6.71,9.793,0.006,21.3,66.9,11.02,39.66,8.23,9.119,0
23.8527,91.3211,"Agartala, Tripura",39.38,5.87,9.838,0.054,23.3,54.9,3.21,11.24,15.0,5.114,0
23.807,91.3209,"Agartala, Tripura",54.0,18.8,9.823,0.138,14.2,61.6,38.42,128.37,9.32,6.715,0
23.8786,91.2715,"Agartala, Tripura",44.92,13.53,9.779,0.042,19.4,56.0,1.18,44.95,16.98,4.045,0
23.7975,91.2716,"Agartala, Tripura",54.0,23.96,9.799,0.007,27.1,70.3,122.23,456.48,15.05,3.809,0
23.8444,91.2766,"Agartala, Tripura",51.53,19.58,9.822,0.103,19.8,59.7,12.31,77.89,8.0,7.715,0
23.8615,91.2553,"Agartala, Tripura",54.0,20.82,9.817,0.008,23.8,73.4,183.03,364.14,10.77,5.617,0
23.8071,91.268,"Agartala, Tripura",54.0,21.81,9.827,0.041,28.7,86.7,142.33,482.45,10.17,5.848,0
23.8124,91.2657,"Agartala, Tripura",30.07,0.0,9.805,0.005,26.1,50.6,9.09,32.32,11.3,7.288,0
23.842,91.3087,"Agartala, Tripura",25.65,0.0,9.814,0.106,27.2,52.4,0.95,14.97,9.04,9.082,0
23.7949,91.3144,"Agartala, Tripura",46.22,13.44,9.831,0.003,23.2,53.9,13.53,52.72,18.64,3.702,0
23.8204,91.2603,"Agartala, Tripura",31.18,0.0,9.833,0.012,22.7,61.2,2.85,18.86,19.47,4.313,0
23.7965,91.2453,"Agartala, Tripura",54.0,19.16,9.787,0.015,29.7,80.0,120.95,465.03,8.0,7.769,0
23.8001,91.3233,"Agartala, Tripura",41.25,7.02,9.814,0.014,26.8,69.2,6.73,26.99,8.8,8.499,0
23.8218,91.2504,"Agartala, Tripura",44.71,10.49,9.824,0.012,22.0,62.3,22.97,70.62,15.54,4.622,0
23.8542,91.3249,"Agartala, Tripura",47.71,16.19,9.785,0.007,24.6,62.4,17.34,40.89,9.43,6.923,0
23.8631,91.3139,"Agartala, Tripura",54.0,22.39,9.827,0.089,21.0,69.1,160.4,366.67,16.07,3.674,0
23.8425,91.296,"Agartala, Tripura",54.0,20.48,9.804,0.129,28.3,78.5,44.89,98.41,10.42,5.838,0
23.8314,91.3156,"Agartala, Tripura",54.0,21.88,9.774,0.053,17.3,77.1,279.74,750.0,11.45,5.188,0
23.8194,91.2988,"Agartala, Tripura",39.12,5.19,9.838,0.047,23.6,56.7,1.61,8.51,16.07,4.828,0
23.8469,91.2584,"Agartala, Tripura",38.14,5.94,9.811,0.032,25.1,64.9,2.0,4.31,10.94,6.959,0
23.8033,91.3175,"Agartala, Tripura",32.78,0.27,9.858,0.051,20.1,57.2,12.35,48.86,17.36,4.791,0
23.8253,91.2681,"Agartala, Tripura",46.47,14.68,9.786,0.068,19.3,58.1,33.91,115.06,8.77,7.624,0
23.7928,91.324,"Agartala, Tripura",23.94,0.0,9.824,0.014,22.8,43.7,2.12,10.52,19.14,4.384,0
23.8319,91.2964,"Agartala, Tripura",54.0,16.49,9.763,0.116,29.1,67.9,214.08,734.13,17.4,3.765,0
23.826,91.3023,"Agartala, Tripura",54.0,22.66,9.815,0.025,22.4,76.3,165.89,511.08,20.1,2.933,0
23.8672,91.3303,"Agartala, Tripura",30.39,0.0,9.815,0.093,18.8,53.7,3.94,38.91,13.14,6.291,0
23.8291,91.2913,"Agartala, Tripura",39.97,7.53,9.757,0.085,19.9,60.5,14.41,64.12,10.01,7.425,0
23.8062,91.2985,"Agartala, Tripura",33.91,1.31,9.835,0.041,20.3,55.3,3.26,54.17,16.86,4.86,0
23.8759,91.2541,"Agartala, Tripura",41.57,9.86,9.822,0.022,11.3,61.1,0.26,39.26,8.0,8.974,0
23.823,91.2623,"Agartala, Tripura",33.56,0.89,9.751,0.092,26.1,58.6,1.84,6.77,8.61,9.425,0
23.848,91.2802,"Agartala, Tripura",48.48,12.99,9.778,0.007,15.0,69.5,13.7,49.42,13.72,5.025,0
23.8497,91.3274,"Agartala, Tripura",54.0,17.55,9.833,0.083,25.4,64.0,94.43,292.28,10.77,5.939,0
23.783,91.3364,"Agartala, Tripura",28.64,0.0,9.814,0.006,24.3,61.2,3.74,31.45,15.88,5.237,0
23.8221,91.2821,"Agartala, Tripura",34.63,2.16,9.877,0.112,26.8,57.4,0.24,24.75,12.92,6.219,0
23.816,91.2864,"Agartala, Tripura",37.29,4.04,9.755,0.067,23.1,57.1,0.76,30.4,8.0,9.727,0
23.8715,91.2568,"Agartala, Tripura",27.94,0.0,9.835,0.214,27.4,56.5,3.85,29.08,11.12,7.404,0
23.878,91.2416,"Agartala, Tripura",45.85,11.12,9.861,0.139,19.1,55.7,14.37,68.41,18.46,3.874,0
23.8385,91.2884,"Agartala, Tripura",54.0,18.35,9.795,0.005,17.2,65.9,138.85,437.37,8.0,7.874,0
23.8813,91.2711,"Agartala, Tripura",54.0,18.87,9.802,0.12,26.6,60.8,30.78,114.6,8.0,7.807,0
23.7937,91.2652,"Agartala, Tripura",42.72,9.82,9.83,0.022,16.6,65.4,17.39,117.74,8.0,8.979,0
23.8193,91.2911,"Agartala, Tripura",44.52,12.93,9.813,0.014,25.3,65.6,13.6,58.82,15.01,4.605,0
23.8266,91.2388,"Agartala, Tripura",35.38,2.91,9.794,0.045,19.8,56.8,25.18,54.83,9.43,8.389,0
23.8677,91.3247,"Agartala, Tripura",54.0,18.39,9.835,0.171,21.5,68.9,25.95,120.63,10.14,6.213,0
23.866,91.3354,"Agartala, Tripura",39.68,5.73,9.751,0.028,20.9,65.5,9.51,23.06,8.0,9.508,0
23.8367,91.2992,"Agartala, Tripura",42.41,10.7,9.836,0.05,29.0,59.2,10.88,120.85,9.85,7.215,0
23.8143,91.2407,"Agartala, Tripura",48.77,17.83,9.752,0.054,22.6,65.8,29.37,105.57,11.3,5.634,0
23.8481,91.3039,"Agartala, Tripura",30.05,0.0,9.791,0.048,18.5,59.0,4.8,25.3,21.81,3.881,0
23.877,91.3264,"Agartala, Tripura",40.81,6.39,9.834,0.013,21.8,59.2,18.94,107.59,18.82,4.079,0
23.8281,91.3207,"Agartala, Tripura",32.8,0.27,9.796,0.136,24.5,51.0,5.91,33.11,15.46,5.353,0
23.8705,91.2802,"Agartala, Tripura",54.0,22.45,9.804,0.058,25.0,80.8,276.04,750.0,15.05,3.917,0
23.7989,91.2609,"Agartala, Tripura",54.0,22.15,9.81,0.014,25.1,64.8,283.4,750.0,8.0,7.381,0
23.7866,91.3278,"Agartala, Tripura",42.69,9.08,9.827,0.435,20.8,70.4,9.75,46.24,19.69,3.758,0
23.7965,91.3041,"Agartala, Tripura",40.86,6.47,9.792,0.184,25.5,59.0,0.64,7.39,13.62,5.568,0
23.8582,91.3102,"Agartala, Tripura",49.03,14.53,9.819,0.001,26.3,63.7,15.42,42.89,13.56,4.961,0
23.8408,91.2985,"Agartala, Tripura",52.44,19.23,9.855,0.031,22.3,70.9,30.84,116.62,11.56,5.382,0
23.8351,91.3109,"Agartala, Tripura",34.66,1.79,9.824,0.037,20.6,64.7,6.98,42.63,12.36,6.524,0
23.7858,91.2642,"Agartala, Tripura",48.23,16.99,9.821,0.192,16.6,67.2,18.06,73.55,8.0,8.049,0
23.8065,91.3272,"Agartala, Tripura",54.0,18.48,9.833,0.009,26.8,62.0,144.25,515.6,12.0,5.253,0
23.8117,91.2996,"Agartala, Tripura",42.91,8.55,9.823,0.097,23.7,63.1,24.98,72.19,11.15,6.583,0
23.8297,91.3359,"Agartala, Tripura",40.65,7.98,9.774,0.006,24.3,57.1,1.67,49.94,9.77,7.559,0
23.8191,91.2683,"Agartala, Tripura",32.28,0.0,9.801,0.054,20.7,49.2,6.46,31.92,21.68,3.902,0
23.8657,91.3269,"Agartala, Tripura",38.73,6.38,9.803,0.007,22.3,64.2,12.82,85.37,9.65,7.829,0
23.863,91.3357,"Agartala, Tripura",54.0,21.63,9.782,0.024,20.4,73.2,91.62,355.38,12.06,4.951,0
23.8523,91.2882,"Agartala, Tripura",43.11,8.67,9.752,0.015,22.2,57.3,2.13,40.16,19.92,3.738,0
23.8359,91.2506,"Agartala, Tripura",32.44,0.0,9.818,0.001,24.7,55.4,0.03,8.5,12.46,6.626,0
23.8778,91.3198,"Agartala, Tripura",47.47,15.48,9.826,0.033,24.4,73.9,9.9,68.16,14.42,4.601,0
23.7834,91.3152,"Agartala, Tripura",54.0,16.49,9.792,0.0,24.0,75.9,232.32,750.0,10.15,6.408,0
23.868,91.2417,"Agartala, Tripura",48.95,17.98,9.812,0.07,18.7,62.4,32.93,95.32,15.16,4.203,0
23.7897,91.2924,"Agartala, Tripura",47.59,12.82,9.8,0.011,20.0,66.5,8.9,44.57,9.8,7.021,0
23.813,91.2946,"Agartala, Tripura",49.65,14.13,9.783,0.104,21.6,56.9,15.43,65.83,13.59,4.983,0
23.7997,91.2677,"Agartala, Tripura",31.28,0.0,9.829,0.014,19.7,57.4,3.76,14.75,13.87,5.967,0
23.803,91.2785,"Agartala, Tripura",44.54,9.53,9.867,0.053,19.5,70.1,6.76,27.27,8.0,9.017,0
23.8666,91.2473,"Agartala, Tripura",39.7,7.76,9.785,0.107,15.6,58.3,6.55,55.04,12.5,5.951,0
23.7945,91.2521,"Agartala, Tripura",39.96,7.91,9.795,0.019,14.3,54.2,18.86,71.84,10.37,7.134,0
23.8024,91.2454,"Agartala, Tripura",45.66,13.77,9.759,0.017,20.0,61.9,18.23,42.0,13.79,4.941,0
23.8461,91.2575,"Agartala, Tripura",33.83,1.49,9.802,0.009,30.0,52.8,5.18,32.98,15.14,5.377,0
23.8638,91.2913,"Agartala, Tripura",54.0,16.74,9.794,0.016,24.7,67.3,206.03,694.29,10.56,6.134,0
23.8246,91.3168,"Agartala, Tripura",51.67,16.85,9.824,0.019,16.4,76.4,21.49,90.36,10.13,6.379,0
23.8079,91.2762,"Agartala, Tripura",44.69,10.73,9.777,0.001,24.8,67.4,33.94,88.55,10.01,7.094,0
23.8797,91.3326,"Agartala, Tripura",47.03,14.92,9.797,0.099,19.0,68.0,0.66,46.22,9.16,7.273,0
23.8713,91.2674,"Agartala, Tripura",42.93,9.32,9.823,0.017,26.5,60.8,2.2,67.37,8.3,8.717,0
23.8648,91.2658,"Agartala, Tripura",53.49,22.95,9.814,0.001,31.1,75.0,32.97,101.69,16.33,3.579,0
23.8594,91.2687,"Agartala, Tripura",39.56,6.15,9.796,0.056,17.4,61.4,18.39,55.33,8.0,9.454,0
